Id1,Frequency1,Kanji1,Type1,Meaning1,Meaning2,Meaning3,Bushu1,Bushu2,Bushu3,Bushu4,Radical1,Radical2,Radical3,Radical4,Onyomi Reading1,Onyomi Reading2,Kunyomi Reading1,Kunyomi Reading2,Mnemonic,Notes
965,254,提,Kanji,propose,,,,,,,left hand,justice,,,TEI,,sa.geru,,The purpose.m of the hand.r of justice.r. It's purpose is to take.o sagacious.k judgements.,
966,,圣,Radical,anchor,,,,,,,again,ground,,,KEI,,,,"The anchor.m, again.r, hit the ground.r and squashed the cake.o.",
967,79,経,Kanji,pass,,,,,,,thread,anchor,,,KEI,,he.ru,ta.tsu,Pass.m the thread.r and tie up the anchor.r. Pass the cake.o here.k and taste.k it.,
968,790,軽,Kanji,trifling,,,,,,,car,anchor,,,KEI,,karu.i,karo.yaka,"As they triffled.m, the car.r struck an anchor.r. Trifling over cake.o, the car.k hit a yacht.k.",
969,82,最,Kanji,most,,,,,,,sun,take,,,SAI,,motto.mo,,The most.m sun.r I've ever taken.r burned my side.o burns the most.k.,
970,232,係,Kanji,leader,,,,,,,standing man,lineage,,,KEI,,kaka.ru,,The leader.m is the standing.r man.r because of his lineage.r. The leader gets the cake.o because he cares.k.,
971,,耒,Radical,plough,,,,,,,three,tree,,,,,,,They ploughed.m through three.r trees.r.,
972,43,業,Kanji,occupation,,,,,,,business,sheep,plough,,GYOU,,waza,,My occupation.m is the business.r of sheep.r and ploughing.r the land. Gyoza.o and wasabi.k aren't viable occupations.,"This can also be analyzed as 'business' + 'sewer lid' + 'not yet,' 业 䒑 未 ."
973,571,易,Kanji,easy,,,,,,,sun,must not,,,EKI,,yasa.shii,,What is easy.m under the sun.r musn't.r be done. It's exceptionally.o easy to say yes.k.,
974,,昜,Radical,desert,,,,,,,easy,one,,,,,,,The desert.m is not one.r of the easy.r places to live in.,"This is a radical. It never appears by itself, only as a part of other characters. "
975,52,場,Kanji,location,,,,,,,ground,desert,,,JOU,,ba,,The location.m on the ground.r of the desert.r was Joe.o's bad.k idea for a location.,
976,373,楽,Kanji,fun,,,,,,,icicle,white,icicle,tree,GAKU,RAKU,tano.shii,tano.shimu,It's fun.m to snap white.r icicles.r from trees.r. The perv gawks.o at her rack.o as she has fun tann.king.,
977,,隶,Radical,slave,,,,,,,brush,water,,,,,,,The slave.m painted the palace with a brush.r and washed it with water.r.,
978,766,逮,Kanji,arrest,,,,,,,slave,motion,,,TAI,,,,They arrest.m the slave.r on the move.r. They tied.o him up after arresting him.,
979,300,建,Kanji,build,,,,,,,brush,stride,,,KEN,,ta.teru,,Build.m it based off the brush.r drawing many strides.r across. Ken.o builds buildings for tater.k tots.,
980,167,報,Kanji,information,,,,,,,happiness,seal,again,,HOU,,muku.iru,,The information.m was happily.r sealed.r again.r. The hoes.o gave muckrakers.k inside information.,
981,873,服,Kanji,garment,,,,,,,month,seal,again,,FUKU,,,,My garments.m this month.r were sealed.r again.r in plastic. Fuck.o you.o garment-sniffing K-9s,
982,,𠂉一隹,SPR,impact,,,,,,,arrow,turkey,,,KAN,KEN,,,The impact.m of the arrow.r struck the turkey.r.,
983,156,権,Kanji,authority,,,,,,,tree,impact,,,KEN,,,,Authority.m is like a falling tree.r that impacts.r life. Ken's.o authority is absolute.,
984,,隺,Radical,swan,,,,,,,hat,turkey,,,KAKU,,,,A swan.m is like a hat.r wearing turkey.r with no cock.o.,
985,252,確,Kanji,definite,,,,,,,stone,swan,,,KAKU,,tashi.ka,,"Definitely.m as stone.r a swan.r, a pea#cock.o too, as part of the task.k.",
986,283,疑,Kanji,doubt,,,,,,,spoon,arrow,mammal,hiker,GI,,utaga.u,utaga.i,He doubts.m neither spoons.r nor arrow.r can slay a mammal.r on the hike.r. The G.I..o doubts Utah.k Guards.kmen.,
987,273,能,Kanji,talent,,,,,,,public,month,spoon,spoon,NOU,,,,A talent.m in private.r affairs every month.r leads to spooning.r. No.o talent is lonely.,
988,353,態,Kanji,attitude,,,,,,,talent,heart,,,TAI,,waza.to,,She had an attitude.m despite her talent.r because her heart.r was tight.o and was.k broken.,
989,148,数,Kanji,count,,,,,,,rice,woman,chair,,SUU,,kazu,kazo.eru,"Counting.m grains or rice.r, the woamn.r rested on her chair.r. Sue.o counts casually.k.",
990,1932,奴,Kanji,fellow,,,,,,,woman,again,,,DO,,yatsu,,"The fellow.m fell for a woman.r again.r. The fellow will do.o anything, even play Yahtzee.k for her.",
991,749,努,Kanji,strive,,,,,,,fellow,power,,,DO,,tsuto.meru,,I strive.m to be like a fellow.r with power.r. I do.o strive to stimulate.k others.,
992,111,務,Kanji,task,,,,,,,before hand,chair,power,,MU,,tsuto.meru,,The task.m before.r hand.r was to fold chairs.r with my powerful.r arms. A task for a mule.o that doesn't stimulate.k me.,
993,185,勝,Kanji,victory,,,,,,,month,roll,power,,SHOU,,ka.tsu,masa.ru,Victory.m every month.r rolls.r in with power.r. I'll show.o off my victory to them cats.k.,
994,291,藤,Kanji,wisteria,,,,,,,plant,moon,roll,water,TOU,,fuji,,A wisteria.m plant.t is purple like a moon.r rolling.r in the night sky reflected in water.r. totally.o shimmering.,Mostly used in names.
995,1263,疲,Kanji,tired,,,,,,,disease,peel,,,HI,,tsuka.reru,,"Tired.m with the diseased.r skin peeling.r off, he.o in particular, was scarred.k.",
996,903,痛,Kanji,pain,,,,,,,disease,perimeter,,,TSUU,,ita.i,ita.mu,Pain.m from disease.r at the perimeter.r of his rash. Stuart.o has pain on every infected item.k.,
997,302,球,Kanji,sphere,,,,,,,king,request,,,KYUU,,tama,,The sphere.m the king.r requests.r is the globe. It's a cute.o sphere he can tame.k.,
998,740,波,Kanji,wave,,,,,,,water splash,peel,,,HA,,nami,,"Waves.m splashed.r water.r, peeling.r the beach. Ha.owaii surfer waves are nomi.knally safe.",
999,415,義,Kanji,righteous,,,,,,,sheep,I (formal),,,GI,,,,"The righteous.m sheep.r follow me, myself and I.r. A righteous G.I..o follows orders.",
1000,25,議,Kanji,discussion,,,,,,,talk,righteous,,,GI,,,,The discussion.m is a talk.r about righteousness.r. The G.I..o dislikes discussions.,
1001,760,康,Kanji,ease,,,,,,,bloody cliff,slave,,,KOU,,,,"All at ease.m, the bloody.r cliff.r marked the last stand of the slaves.r. With cou.orage, and finally at ease, they won.",
1002,1718,匠,Kanji,workman,,,,,,,axe,right-open box,,,SHUU,,takumi,,The workman.m put his axe.r in a right-open.r box.r. He shows.o it to take.k me.k under his wing.,
1003,1543,缶,Kanji,canister,,,,,,,noon,mountain,,,KAN,,kama,,A canister.m was dropped at noon.r from the mountain.r. The can.o-shaped canister was camouflaged.k.,
1004,1334,岳,Kanji,peak,,,,,,,hill,mountain,,,GAKU,,take,,"Over the peaks.m of the hills.r and mountains.r, we gawk.o and take.k peaks at the peaks.",
1005,1583,后,Kanji,empress,,,,,,,axe,mouth,,,GOU,,kisaki,,The empress.m took an axe.r to your dirty mouth.r. The empress goes.o on to kiss.k a.k king.k.,
1006,1727,唐,Kanji,dynasty,,,,,,,bloody cliff,brush,mouth,,TOU,,kara,,The Dynasty.m threw dissidents off a bloody.r cliff.r if they wrote bad things with brushes.r or opened their mouths.r. The to.otalitarian dynasty killed Kara.k.,
1007,1598,廊,Kanji,hallway,,,,,,,bloody cliff,son,,,ROU,,,,The hallway.m led to a bloody.r cliff.r in my sons's.r LSD trip. He rowed.o a raft in the hallways of delusion.,
1008,1728,亘,Kanji,span,,,,,,,one,dawn,,,KOU,,wata.ru,,"In the span.m one.r dawn.r, he cou.orageously crossed the water.k span.",Mostly used as a radical.
1009,695,宣,Kanji,proclaim,,,,,,,crown,span,,,SEN,,,,Proclaim.m that the crown's.r glory spans.r the realm! Send.o out the proclamation!,
1010,1539,垣,Kanji,fence,,,,,,,ground,span,,,EN,,kaki,,The fence.m around the grounds.r spans.r the en.oclosure.,
1011,1314,恒,Kanji,constancy,,,,,,,left heart,span,,,KOU,,tsune,,The constancy.m of heart.r beats spans.r your lifetime. It's cou.orageous constancy is stunning.k.,
1012,1336,拘,Kanji,seize,,,,,,,left hand,complaint,,,KOU,,kaka.waru,,Seize.m it by hand.r without complaint.r. The cou.orage to seize a cockroach.k!,
1013,1438,披,Kanji,expose,,,,,,,left hand,peel,,,HI,,,,"He exposed.m skin by taking his hand.r and peeling.r off his garments. He.o in particular, likes to expose himself.",
1014,1568,耕,Kanji,cultivate,,,,,,,plough,well,,,KOU,,tagaya.su,,Cultivate.m and plough.r the land by the well.r. Cou.orageous cultivators tag.k along.,
1015,905,邸,Kanji,residence,,,,,,,lowly clan,town,,,TEI,,yashiki,,The residence.m of the lowly.r clan.r is in this town.r. Take.o the crapy residences from yakuza.k.,
1016,1182,抵,Kanji,resist,,,,,,,left hand,lowly clan,,,TEI,,,,Resist.m touching with your hand.r those in a lowly.r clan.r. Take.o their resistance seriously.,
1017,559,紙,Kanji,paper,,,,,,,thread,clan,,,SHI,,kami,,"The paper.m-ithin threads.r of my clan.r. She.o in particular, is related to Cami.kle according to her papers.",
1018,2110,虹,Kanji,rainbow,,,,,,,insect,industry,,,KOU,,niji,,The rainbows.m and insects.r are a great tourist industry.r. Cou.orageous ninjas.k love rainbows.,
1019,1299,紅,Kanji,vermillion,,,,,,,thread,industry,,,KOU,,beni,,The vermillion.m threads.r produced by an industry.r that is cou.orageous benefit.k all.,
1020,1564,幻,Kanji,illusion,,,,,,,string,rake,,,GEN,,maboroshi,,Under an illusion.m they were strung.r along and raked.r in. A generation.o of Marlboro.k smokers.,
1021,1227,幼,Kanji,childish,,,,,,,string,power,,,YOU,,osana.i,,"It's childish.m to think that all the strings.r of power.r are held by you,.o and.o only.o you.o. That's why you t#oss.k at.k night.k.",
1022,857,功,Kanji,achievement,,,,,,,industry,power,,,KOU,,isao,,The achievements.m of industrial.r power.r cou.orageously purify isotopes.k.,
1023,1575,恥,Kanji,shame,,,,,,,ear,heart,,,CHI,,ha.jiru,,"Shame.m you didn't put your ear.r to your heart.r. chi.oldishly and shamefully, you hijacked.k your own dreams.",
1024,1688,昆,Kanji,descendant,,,,,,,day,compare,,,KON,,,,The descendants.m of this day.r and can't be compared.r to their ancestors for they are con.omen.,
1025,568,批,Kanji,criticism,,,,,,,left hand,compare,,,HI,,,,"Criticism.m is handed.r along with comparrison.r. He.o in particular, will criticize you.",
1026,1174,兆,Kanji,sign,,,,,,,icicle,legs,icicle,,CHOU,,kiza.shi,,The sign.m warned of falling icicles.r slicing legs.r. We chose.o to ignore the sign like foolish kids.k.,
1027,989,挑,Kanji,challenge,,,,,,,left hand,sign,,,CHOU,,ido.u,,I challenged.m him to hand.r to hand combat after the sign.r from God. I chose.o to challenge idiomatic.k evil.,
1028,931,逃,Kanji,escape,,,,,,,sign,motion,,,TOU,,ni.geru,noga.su,The escape.m route had a sign.r to motion.r us. We totally.o escaped to Nigeria.k with no.k gas.k in our car.,
1029,580,飛,Kanji,fly,,,,,,,wings,feathers,,,HI,,to.bu,,"The flight.m of feathers.r whipped up a volume.r of air. He.o in particular, flew with Tobias.k.",
1030,958,弱,Kanji,weak,,,,,,,bow,bow,feathers,,JAKU,,yowa.i,,The weak.m used bows.o and feathered.r arrows. Jack.o felled yo.k wild.k and weak kinsfolk.,
1031,1070,翌,Kanji,subsequent,,,,,,,feathers,stand up,,,,,,,The subsequent.m set of feathers.r were lighter. They stood.r out for their yellow yolk.o color.,
1032,1783,涼,Kanji,cool,,,,,,,water splash,capital,,,RYOU,,suzu.shii,,Cool.m water.r splashes.r on the capital's.r shores. The riots.o in the capital cooled suddenly.k.,
1033,1304,郊,Kanji,suburbs,,,,,,,mix,town,,,KOU,,,,The suburbs.m mix.r town.r folk with cou.orageous city folk.,
1034,1036,津,Kanji,harbor,,,,,,,water splash,brush,,,SHIN,,tsu,,"The harbor's.m water.r brushed.r upon my shins.o stuck.k in the sand, splashing in the harbor.",
1035,992,律,Kanji,law,,,,,,,loiter,brush,,,RITSU,,,,The law.m prohibits loitering.r. Don't have brushes.r with the law. Unless you're ritsy.o rich.,
1036,841,奈,Kanji,Nara,,,,,,,big,point out,,,NA,,,,Nara.m is a big.r enough to point.r out.r on a map. Nara is spelled with NA.o.,
1037,1057,扱,Kanji,treat,,,,,,,left hand,cause,,,KYUU,,atsuka.ru,,"Treat.m her hand.r well to cause.r no harm. If she's cute.o and you treat her, she'll ask.k you.k out!",
1038,726,抜,Kanji,extract,,,,,,,left hand,friend,,,BATSU,,nu.keru,nu.ke,I extracted.m them by hand.r with my friend.r. Bats.o extracted from the nooks.k 'n crannies.,
1039,1879,扶,Kanji,aid,,,,,,,left hand,husband,,,FU,,tasu.keru,,Aid.m with your hand.r your husband.r. Wink wink. No. F..o U.!.o,
1040,828,陣,Kanji,position,,,,,,,town,car,,,JIN,,,,"To that position.m, drive a Lincoln Towncar.r. Drink gin.o AFTER getting to your position.",
1041,1062,戒,Kanji,commandment,,,,,,,letter H,spear,,,KAI,,imashi.meru,,A commandment.m to spear.r him for saying the H.r-word. 'Twas Kyle's.o commandment so I.k mashed.k 'im.k.,
1042,925,恵,Kanji,blessing,,,,,,,one,reason,heart,,KEI,,megu.mu,,A blessing.m is one.r reason.r to fill your heart.r. He blessed the cake.o for Megaman.k.,
1043,1050,訳,Kanji,translate,,,,,,,talk,weigh,,,YAKU,,wake,,Translate.m what's he's talking.r about and weigh.r his words. Translate what he yaks.o about to wake.k the sheeple!,
1044,364,幹,Kanji,trunk,,,,,,,alarm,roof,dry,,KAN,,miki,,"The trunk.m crashed, alarming.r us, through the dry.r roof.r. Genghis Khan.o crushed Mike.k with a trunk.",
1045,1416,軒,Kanji,counter for houses,,,,,,,car,dry,,,KEN,,noki,,Counting.m houses.m with cars.r and dry.r lawns. In Kentucky.o you don't need no.k key.k for houses.,
1046,1118,肝,Kanji,liver,,,,,,,organ,dry,,,KAN,,kimo,,The liver.m is an organ.r that dries.r your guts. The liver can.o process chemo.k therapy.,
1047,1621,那,Kanji,boss,,,,,,,two,sword,town,,NA,,,,The boss.m has two.r swords.r in this town.r? Nah.o. Here's a wussy boss.,
1048,1126,阿,Kanji,flatter,,,,,,,town,acceptable,,,A,,omone.ru,,The flattery.m in this town.r is acceptable.r. Flatter a.o communist.k.,
1049,1410,粘,Kanji,sticky,,,,,,,rice,fortune teller,,,NEN,,neba.ru,,Sticky.m rice.r for the fortune.r teller.r. A nanny.o ought never.k be in a sticky situation.,
1050,1374,朗,Kanji,cheerful,,,,,,,good,month,,,ROU,,hoga.raka,,A cheerful.m and good.r month.r it's been. Let's row.o cheerfully to Hogwarts.k.,
1051,2020,汽,Kanji,vapor,,,,,,,water splash,steam,,,KI,,,,Vapors.m from water.r steam.r keep.o us moisturized.,
1052,1149,浩,Kanji,abundance,,,,,,,water splash,inform,,,KOU,,hiro,,The abundant.m waters.r inform.r us about life. The cou.orage to explore the heroic.k abudance.,
1053,977,浦,Kanji,gulf,,,,,,,water splash,initially,,,HO,,ura,,"In the gulf's.m water.r, initially.r a holy.o Uranus.k was visible.",
1054,604,捕,Kanji,capture,,,,,,,left hand,initially,,,HO,,tora.wareru,to.ru,I captured.m it with my hand.r initially.r. The holy.o captures the unholy that tore.kments me.,
1055,1844,尼,Kanji,nun,,,,,,,corpse,spoon,,,NI,,ama,,"The nun's.m corpse.r had a clue: a spoon.r. He kneeled.o before the nun, that ama.kteur detective.",
1056,1672,尿,Kanji,urine,,,,,,,corpse,water,,,NYOU,,,,Urinate.m on corpses.r with yellow water.r. NY.o smells like urine.,
1057,352,展,Kanji,display,,,,,,,corpse,picket,chain mail,,TEN,,,,Display.m the corpse.r encrusted on the pickets.r with pierced chain.r mail.r. Ten.o displays.,
1058,1302,芳,Kanji,perfume,,,,,,,plant,direction,,,HOU,,kanba.shii,,Perfume.m made from plants.r is sprayed in your direction.r. The perfumed hoe.o can.k bash.k you with her purse.,
1059,808,房,Kanji,segment,,,,,,,door,direction,,,BOU,,fusa,,A segment.m of the door.r was open in that direction.r. He shot a bow.o through the segment and blew a fuse.k.,
1060,1359,炉,Kanji,furnace,,,,,,,fire,door,,,RO,,,,The furnace.m burned its fire.r by the door.r. The furnace fires roar.o.,
1061,1215,肩,Kanji,shoulder,,,,,,,door,organ,,,KEN,,kata,,The shoulder.m banged the door.r and his organs.r failed. Ken's.o shoulder made him catatonic.k.,
1062,1063,祉,Kanji,welfare,,,,,,,clothing,stop,,,SHI,,,,"Welfare.m provided clothing.r but it stopped.r. She.o in particular, received welfare.",
1063,1749,枯,Kanji,wither,,,,,,,tree,old,,,KO,,ka.reru,ka.rasu,"A withered.m away tree.r from old.r age. K.O..oed by time, even great careers.k wither.",
1064,1295,耐,Kanji,endure,,,,,,,moustache,inch,,,TAI,,ta.eru,,I endured.m shaving my moustache.r by an inch.r. It's tight.o and but tiring.k to endure.,
1065,1122,妙,Kanji,exquisite,,,,,,,woman,few,,,MYOU,,tae,,Exquisite.m women.r there are few.r. The myo.opic are too tight.k to see the exquisiteness.,
1066,1015,秒,Kanji,second,,,,,,,grain,few,,,BYOU,,,,"In a second.m, grain.r is baled into a few.r bales. Its bio.ological clock has mere seconds left.",
1067,1146,砂,Kanji,sand,,,,,,,stone,few,,,SA,,suna,,"Sand.m is stone.r crushed into a few.r particles. Sadly.o, there's sand in the sauna.k.",
1068,1897,沙,Kanji,affairs,,,,,,,water splash,few,,,SA,,,,"The affairs.m across the water.r are of few.r concern. Sadly.o, our affairs matter more.","This kanji actually means ""sand"" but it's rarely used for that meaning.  沙汰 means ""affairs, sates."""
1069,1620,劣,Kanji,inferior,,,,,,,few,power,,,RETSU,,oto.ru,,"Inferiority.m is having few.r powers.r. Rest.o assured, the inferiors will crawl like otters.k.",
1070,461,種,Kanji,variety,,,,,,,grain,heavy,,,SHU,,tane,,This variety.m of grain.r crop is heavy.r. Surely.o all varieties have tannins.k.,
1071,444,閣,Kanji,tower,,,,,,,gates,each,,,KAKU,,,,The tower.m had gates.r at each.r entrance. Those cocks.o breached the tower.,
1072,831,為,Kanji,sake,,,,,,,bloody,posses,beast legs,,I,,tame,nasa.ru,"For the sake.m of bloody.r possesing.r its beast.r legs.r, I,.o and.o only.o I.o, will tame.k and slay the nascent.k beast",
1073,1171,偽,Kanji,deceive,,,,,,,standing man,sake,,,GI,,nise,,He deceived.m the standing.r man.r for his sake.r. That deceitful G.I..o isn't nice.k.,
1074,517,管,Kanji,tube,,,,,,,bamboo,bureaucrat,,,KAN,,kuda,,The tube.m of bamboo.r was for the bureaucrat.r. Genghis Khan.o shoved the tube up his cudly.k ass.,
1075,1798,符,Kanji,signal,,,,,,,bamboo,attach,,,FU,,,,"A signal.m was attached.r to a bamboo.r pole. The signal read: ""F..o U.!"".o",
1076,798,等,Kanji,equal,,,,,,,bamboo,temple,,,TOU,,hito.shii,nado,An equal.m amount of bamboo.r for the temple.r. It totally.o hit.k us.k after gathering an unequal amount.,
1077,1939,侍,Kanji,samurai,,,,,,,standing man,temple,,,JI,,samurai,,The samurai.m was the man.r standing.r by the temple.r. Jesus.o blessed the samurai.k.,
1078,1196,詩,Kanji,poetry,,,,,,,talk,temple,,,SHI,,uta,,"Poetry.m is talking.r like a temple.r. She.o, in particular, recited poetry in temple in Utah.k.",
1079,851,誌,Kanji,magazine,,,,,,,talk,motive,,,SHI,,,,"The magazine.m talked.r about her motives.r. She.o, in paticular, was featured in the magazine.",
